id,aqi,lan,lng,time,tz
446,147,39.929,116.417,1494583200,+08:00
447,149,39.886,116.407,1494583200,+08:00
448,155,39.929,116.339,1494583200,+08:00
449,180,39.878,116.352,1494583200,+08:00
450,242,39.982,116.397,1494583200,+08:00
451,135,39.937,116.461,1494579600,+08:00
452,127,39.987,116.287,1494583200,+08:00
453,132,40.09,116.174,1494583200,+08:00
454,87,40.002,116.207,1494583200,+08:00
455,158,39.863,116.279,1494583200,+08:00
456,159,39.824,116.146,1494583200,+08:00
457,97,39.914,116.184,1494576000,+08:00
458,199,39.742,116.136,1494583200,+08:00
459,180,39.718,116.404,1494583200,+08:00
460,151,39.795,116.506,1494583200,+08:00
461,173,39.886,116.663,1494583200,+08:00
462,137,40.127,116.655,1494583200,+08:00
463,124,40.217,116.23,1494583200,+08:00
464,114,39.937,116.106,1494583200,+08:00
465,154,40.143,117.1,1494583200,+08:00
466,157,40.328,116.628,1494583200,+08:00
467,151,40.37,116.832,1494583200,+08:00
468,114,40.453,115.972,1494583200,+08:00
469,107,40.292,116.22,1494583200,+08:00
470,89,40.365,115.988,1494583200,+08:00
471,171,40.499,116.911,1494583200,+08:00
472,144,40.1,117.12,1494583200,+08:00
473,165,39.712,116.783,1494583200,+08:00
474,211,39.52,116.3,1494583200,+08:00
475,178,39.58,116.0,1494583200,+08:00
476,158,39.899,116.395,1494583200,+08:00
477,107,39.876,116.394,1494583200,+08:00
478,131,39.954,116.349,1494583200,+08:00
479,154,39.856,116.368,1494583200,+08:00
480,151,39.939,116.483,1494583200,+08:00
481,89,31.234814,121.410728,1494579600,+08:00
482,87,31.2659,121.536,1494579600,+08:00
483,87,31.201014,121.483231,1494579600,+08:00
484,89,31.0935,120.978,1494579600,+08:00
485,53,31.3008,121.467,1494579600,+08:00
486,87,31.2261,121.425,1494579600,+08:00
487,80,31.1654,121.412,1494579600,+08:00
488,80,31.1907,121.703,1494579600,+08:00
489,95,31.2071,121.577,1494579600,+08:00
490,87,31.2284,121.533,1494579600,+08:00
491,86,31.230393,121.473704,1494579600,+08:00
496,158,41.7832349,123.4267266,1494579600,+08:00
497,189,36.66222222,117.0486111,1494583200,+08:00
498,107,36.63777778,117.0688889,1493294400,+08:00
499,236,36.66138889,117.0211111,1494583200,+08:00
500,147,36.61138889,116.9880556,1494583200,+08:00
501,152,36.59277778,117.0241667,1494583200,+08:00
502,235,36.663,116.945,1494583200,+08:00
504,541,36.70027778,116.9477778,1494583200,+08:00
505,199,36.68722222,116.9886111,1494583200,+08:00
506,255,36.68527778,117.0602778,1494583200,+08:00
507,184,36.68138889,117.1858333,1494583200,+08:00
508,698,36.72256667,117.1247222,1494583200,+08:00
509,160,36.4785,117.2130556,1494583200,+08:00
510,119,36.54861111,116.7651667,1494583200,+08:00
511,164,36.68538889,117.1247222,1494583200,+08:00
517,404,35.970289,120.155109,1494583200,+08:00
519,156,36.240156,120.660697,1494583200,+08:00
520,169,36.090925,120.48547,1494583200,+08:00
522,342,36.154078,120.427178,1494583200,+08:00
