id,aqi,lan,lng,time,tz
517,50,35.970289,120.155109,1496397600,+08:00
519,37,36.240156,120.660697,1496397600,+08:00
520,48,36.090925,120.48547,1496397600,+08:00
522,58,36.154078,120.427178,1496397600,+08:00
524,97,36.308156,120.460772,1496394000,+08:00
526,65,36.66555556,117.9233333,1496397600,+08:00
527,102,36.80833333,118.0422222,1496397600,+08:00
528,102,36.83805556,118.0447222,1496397600,+08:00
529,152,36.84333333,118.0175,1496397600,+08:00
530,129,36.80305556,118.0244444,1496397600,+08:00
531,63,36.49722222,117.8477778,1496394000,+08:00
532,59,36.45972222,117.8702778,1496397600,+08:00
533,109,36.81972222,118.3091667,1496397600,+08:00
534,63,36.76555556,118.2491667,1496397600,+08:00
535,104,36.80416667,117.8511111,1496397600,+08:00
536,82,36.825,117.9205556,1496397600,+08:00
537,149,36.90472222,118.0158333,1496397600,+08:00
538,76,34.85138889,117.5638889,1496394000,+08:00
539,82,34.82,117.5897222,1496397600,+08:00
540,97,34.79111111,117.2666667,1496394000,+08:00
541,122,34.77388889,117.5708333,1496397600,+08:00
542,76,34.58055556,117.7352778,1496397600,+08:00
543,93,35.07083333,117.4516667,1496394000,+08:00
544,76,34.81027778,117.3147222,1496394000,+08:00
545,104,34.8225,117.3575,1496397600,+08:00
546,72,37.43138889,118.6672222,1496397600,+08:00
548,61,37.43805556,118.625,1496397600,+08:00
549,74,37.44166667,118.5044444,1496397600,+08:00
550,82,37.44444444,118.5527778,1496397600,+08:00
551,114,37.46583333,118.5022222,1496397600,+08:00
552,95,37.47222222,118.6408333,1496397600,+08:00
553,82,37.88305556,118.5163889,1496397600,+08:00
554,87,37.43444444,118.6961111,1496397600,+08:00
555,46,37.54311096,121.371706,1496397600,+08:00
557,55,37.52368316,121.3553673,1496397600,+08:00
558,51,37.47141415,121.2550926,1496397600,+08:00
559,67,37.37605485,121.5817255,1496397600,+08:00
560,50,37.47743887,121.4430704,1496397600,+08:00
561,70,37.42609554,121.4031242,1496397600,+08:00
562,63,37.42276743,121.5068398,1496397600,+08:00
563,87,37.5599778,121.2529217,1496397600,+08:00
564,73,37.60240665,121.1421659,1496397600,+08:00
565,62,37.67283315,121.0662505,1496397600,+08:00
566,74,36.73055556,119.0919444,1496397600,+08:00
567,70,36.71955556,119.0481667,1496397600,+08:00
568,85,36.68194444,119.0999444,1496397600,+08:00
569,84,36.77305556,119.1938889,1496397600,+08:00
570,91,36.65722222,119.1613889,1496397600,+08:00
571,80,36.70083333,119.1625,1496397600,+08:00
572,78,36.70194444,119.14,1496394000,+08:00
573,79,36.64111111,119.1108333,1496397600,+08:00
574,72,36.77305556,119.1095667,1496397600,+08:00
575,61,35.40888889,116.6186111,1496397600,+08:00
576,104,35.42505556,116.6936111,1496397600,+08:00
577,56,35.36477778,116.6038889,1496397600,+08:00
578,73,35.39088889,116.5476111,1496397600,+08:00
579,72,35.39088889,116.6576111,1496397600,+08:00
580,109,35.44277778,116.5963889,1496397600,+08:00
581,91,35.43677778,116.6376111,1496397600,+08:00
582,91,36.19416667,117.1536111,1496397600,+08:00
583,85,36.17583333,117.1180556,1496397600,+08:00
584,68,36.19416667,117.0980556,1496397600,+08:00
585,93,36.20472222,117.1841667,1496397600,+08:00
586,85,36.17,117.1591667,1496397600,+08:00
587,68,36.20194444,117.0411111,1496397600,+08:00
588,80,36.11638889,117.1013889,1496397600,+08:00
589,35,37.51292649,122.0620045,1496397600,+08:00
590,32,37.32453537,122.1558142,1496397600,+08:00
591,50,37.51363425,122.1412574,1496397600,+08:00
592,55,37.48458826,122.0444208,1496397600,+08:00
593,31,37.53392123,122.0512579,1496397600,+08:00
594,47,37.42694682,122.1257714,1496397600,+08:00
595,93,35.40777778,119.5205556,1496397600,+08:00
597,61,35.38888889,119.4908333,1496397600,+08:00
598,61,35.4625,119.5688889,1496397600,+08:00
599,61,35.44222222,119.5327778,1496397600,+08:00
600,76,35.29361111,119.34,1496397600,+08:00
601,82,35.37361111,119.5086111,1496394000,+08:00
602,82,36.205,117.695,1496397600,+08:00
604,107,36.26611111,117.6469444,1496397600,+08:00
605,61,36.245,117.7330556,1496397600,+08:00
606,95,36.20805556,117.725,1496397600,+08:00
607,51,36.06694444,117.8661111,1496397600,+08:00
608,70,35.06222222,118.2938889,1496397600,+08:00
609,70,35.05722222,118.3416667,1496397600,+08:00
610,97,35.11527778,118.2877778,1496397600,+08:00
611,97,35.10527778,118.3477778,1496397600,+08:00
612,107,34.98166667,118.2763889,1496397600,+08:00
613,97,34.99944444,118.2516667,1496397600,+08:00
614,63,35.08972222,118.4023333,1496397600,+08:00
615,70,35.01055556,118.43,1496397600,+08:00
616,132,37.46527778,116.3083333,1496397600,+08:00
618,104,37.43222222,116.3713889,1496397600,+08:00
619,114,37.44888889,116.3188889,1496397600,+08:00
620,159,37.46194444,116.3516667,1496397600,+08:00
621,144,37.47805556,116.3105556,1496397600,+08:00
622,189,36.44444444,115.9661111,1496397600,+08:00
623,139,36.45666667,115.9966667,1496397600,+08:00
624,89,36.47944444,115.9836111,1496397600,+08:00
625,155,36.43194444,115.9513889,1496397600,+08:00
626,122,36.47111111,115.9547222,1496397600,+08:00
627,128,36.45916667,116.0377778,1496397600,+08:00
628,107,37.37944444,118.0208333,1496397600,+08:00
629,85,37.38305556,117.9830556,1496397600,+08:00
630,119,37.36083333,117.9966667,1496397600,+08:00
631,112,37.39555556,117.9377778,1496397600,+08:00
632,132,37.35555556,117.9375,1496397600,+08:00
633,165,37.3675,117.9730556,1496397600,+08:00
634,117,35.24888889,115.4227778,1496397600,+08:00
635,119,35.22305556,115.5258333,1496397600,+08:00
636,134,35.2375,115.4747222,1496397600,+08:00
637,89,35.24361111,115.4086111,1496397600,+08:00
638,99,35.26194444,115.5191667,1496397600,+08:00
639,127,35.27,115.455,1496397600,+08:00
640,76,36.22888889,117.6888889,1496397600,+08:00
641,107,38.031,114.542,1496394000,+08:00
642,114,38.012,114.467,1496394000,+08:00
644,127,38.051,114.455,1496394000,+08:00
645,114,38.052,114.521,1496394000,+08:00
646,127,38.14,114.502,1496394000,+08:00
647,112,38.04,114.605,1496394000,+08:00
648,97,37.91,114.354,1496394000,+08:00
650,95,39.668,118.219,1496390400,+08:00
652,93,39.641,118.185,1496394000,+08:00
653,95,39.643,118.144,1496394000,+08:00
654,73,39.631,118.166,1496394000,+08:00
655,38,39.957,119.602,1496394000,+08:00
656,30,39.828,119.526,1496394000,+08:00
657,38,40.018,119.762,1496394000,+08:00
658,70,39.942,119.537,1496394000,+08:00
659,54,39.936,119.607,1496394000,+08:00
660,159,36.62,114.496,1496394000,+08:00
661,163,36.618,114.513,1496394000,+08:00
662,166,36.616,114.543,1496394000,+08:00
663,170,36.578,114.504,1496394000,+08:00
664,179,37.096,114.533,1496394000,+08:00
665,168,37.097,114.482,1496394000,+08:00
666,157,37.053,114.526,1496394000,+08:00
667,147,37.062,114.485,1496386800,+08:00
668,91,38.871,115.521,1496394000,+08:00
669,82,38.842,115.461,1496394000,+08:00
670,82,38.896,115.522,1496394000,+08:00
671,95,38.911,115.471,1496394000,+08:00
672,85,38.876,115.442,1496394000,+08:00
673,95,38.863,115.493,1496394000,+08:00
674,112,40.769,114.903,1496394000,+08:00
675,142,40.873,114.904,1496394000,+08:00
676,119,40.837,114.898,1496394000,+08:00
677,93,40.811,114.881,1496394000,+08:00
678,114,40.795,114.892,1496394000,+08:00
679,42,40.916,117.966,1496394000,+08:00
680,53,40.973,117.818,1496394000,+08:00
681,59,40.984,117.952,1496394000,+08:00
682,72,40.936,117.963,1496394000,+08:00
683,59,41.011,117.938,1496394000,+08:00
684,107,38.323,116.871,1496394000,+08:00
685,89,38.299,116.885,1496394000,+08:00
686,99,38.325,116.858,1496394000,+08:00
687,161,39.557,116.715,1482782400,+08:00
688,122,39.518,116.684,1496394000,+08:00
689,107,39.575,116.773,1496394000,+08:00
690,112,39.534,116.737,1496394000,+08:00
691,116,37.739,115.69,1496394000,+08:00
692,119,37.738,115.643,1496394000,+08:00
693,132,37.758,115.695,1496394000,+08:00
695,225,39.17295,117.1933667,1480078800,+08:00
696,99,39.16543333,117.1446333,1496397600,+08:00
698,89,39.11083,117.2452,1496397600,+08:00
699,62,39.0927,117.2016833,1496397600,+08:00
700,117,39.22605,117.18495,1496397600,+08:00
702,73,39.08714,117.3145,1496397600,+08:00
704,66,39.03431667,117.70715,1496397600,+08:00
705,76,38.83945,117.45735,1496397600,+08:00
707,73,38.98458333,117.3747333,1496397600,+08:00
708,63,39.02096667,117.6503,1496397600,+08:00
709,70,39.24735,117.7917667,1496397600,+08:00
711,235,39.37261667,117.0439833,1478797200,+08:00
712,78,40.04175,117.4444167,1496397600,+08:00
713,74,38.91943333,117.1566333,1496397600,+08:00
714,112,39.32815,117.8165667,1496397600,+08:00
716,57,39.07846667,117.0901667,1496397600,+08:00
717,999,39.15106667,117.3747667,1493982000,+08:00
718,43,39.15875,117.7641667,1496397600,+08:00
719,129,38.84516667,116.7794167,1496397600,+08:00
720,129,39.51626667,117.3431167,1496397600,+08:00
721,134,30.246,120.128,1496394000,+08:00
722,132,30.288,120.171,1496394000,+08:00
723,122,30.21,120.210833,1496394000,+08:00
724,114,30.31194444,120.1197222,1496394000,+08:00
725,127,30.268,120.193,1496394000,+08:00
726,134,30.30583333,120.3480556,1496394000,+08:00
727,134,30.18083333,120.0883333,1496394000,+08:00
728,124,30.27472222,120.0633333,1496394000,+08:00
729,137,30.18194444,120.2697222,1496394000,+08:00
730,157,29.640581,119.025965,1496394000,+08:00
731,127,30.418333,120.300556,1496394000,+08:00
732,57,30.051,119.9589,1495706400,+08:00
736,142,28.013044,120.675116,1496394000,+08:00
737,85,28.005239,120.638037,1496394000,+08:00
738,93,27.971359,120.764294,1496394000,+08:00
739,42,27.985079,120.679665,1496394000,+08:00
740,122,30.75666667,120.7630556,1496390400,+08:00
741,117,30.747405,120.730691,1496394000,+08:00
742,142,30.777969,120.743647,1496394000,+08:00
745,134,30.864437,120.079708,1496394000,+08:00
746,161,29.993049,120.643444,1496390400,+08:00
748,153,29.989283,120.609511,1496394000,+08:00
749,122,30.078374,120.617462,1496394000,+08:00
750,164,29.933613,120.573047,1496390400,+08:00
753,165,29.728868,120.217123,1496390400,+08:00
754,144,29.102917,119.685611,1496394000,+08:00
755,147,29.077,119.6474167,1496394000,+08:00
756,177,29.11305556,119.6489444,1482562800,+08:00
759,153,28.94041667,118.8713056,1496394000,+08:00
760,159,28.964613,118.876145,1496394000,+08:00
761,153,28.97452778,118.85525,1496394000,+08:00
762,53,29.99444444,122.1897222,1496394000,+08:00
763,70,29.95378,122.3135,1496394000,+08:00
764,65,30.02027778,122.1222222,1496394000,+08:00
765,89,28.654166,121.41888,1496394000,+08:00
766,91,28.57736111,121.3767778,1496394000,+08:00
767,93,28.659261,121.280823,1496390400,+08:00
768,91,28.42305556,119.8794444,1496394000,+08:00
769,117,28.447794,119.9187,1496394000,+08:00
770,87,28.454307,119.934922,1496394000,+08:00
771,61,23.1422,113.235,1496394000,+08:00
772,57,23.1331,113.26,1496394000,+08:00
773,61,23.105,113.261,1496394000,+08:00
775,63,23.0916,113.348,1496394000,+08:00
776,61,23.105,113.433,1496394000,+08:00
777,80,22.9477,113.352,1496394000,+08:00
778,87,23.3917,113.215,1484557200,+08:00
779,72,23.2783,113.568,1496394000,+08:00
780,61,23.1569,113.281,1496394000,+08:00
781,72,23.6502,113.6246,1496394000,+08:00
782,91,23.4208,113.073,1496394000,+08:00
783,63,23.1064,113.3328,1496390400,+08:00
784,50,22.2281,113.299,1496394000,+08:00
785,61,22.2611,113.574,1496394000,+08:00
786,55,22.2294,113.495,1496394000,+08:00
787,57,22.4251,113.628,1496394000,+08:00
789,72,23.0048,113.134,1496394000,+08:00
790,61,23.0395,113.105,1496394000,+08:00
791,59,23.1886,112.863,1496394000,+08:00
792,57,23.0467,113.144,1496394000,+08:00
793,25,22.8693,112.844,1496394000,+08:00
794,80,23.1572,112.885,1496394000,+08:00
795,117,22.809444,113.287778,1483804800,+08:00
796,112,22.765556,113.253056,1483804800,+08:00
798,89,22.5931,113.0819,1496394000,+08:00
799,97,22.7279,112.929,1484528400,+08:00
800,59,22.0608,112.7607,1496394000,+08:00
801,68,22.5862,112.5814,1496394000,+08:00
802,72,22.5811,113.074,1496394000,+08:00
803,74,22.6069,113.104,1496394000,+08:00
804,55,22.5328,113.024,1496394000,+08:00
805,99,23.1617,112.565,1496394000,+08:00
806,76,23.0706,112.427,1496394000,+08:00
808,78,23.0528,112.471,1496394000,+08:00
809,63,22.9398,114.3806,1496394000,+08:00
810,65,23.08,114.4053,1496394000,+08:00
812,63,23.0528,114.4183,1496394000,+08:00
813,53,23.1142,114.4103,1496394000,+08:00
814,68,22.8172,114.3244,1496394000,+08:00
815,70,22.7422,114.5317,1496394000,+08:00
816,65,23.06,113.748056,1484557200,+08:00
817,80,23.0536,113.7819,1484557200,+08:00
818,61,23.01277778,113.7944444,1496394000,+08:00
819,70,22.96583333,113.7383333,1496394000,+08:00
821,50,22.5078,113.402,1496394000,+08:00
822,46,22.4886,113.434,1496394000,+08:00
823,53,22.5211,113.369,1496394000,+08:00
824,53,22.5481,113.365,1496394000,+08:00
825,152,32.108333,118.803056,1496394000,+08:00
826,139,32.057222,118.748611,1496394000,+08:00
827,151,32.07,118.773611,1496394000,+08:00
828,160,32.014444,118.776944,1496394000,+08:00
829,155,32.031389,118.803056,1496394000,+08:00
830,137,32.0775,118.794722,1496394000,+08:00
831,153,32.087778,118.625556,1496394000,+08:00
832,160,32.009167,118.736667,1496394000,+08:00
833,165,32.105,118.906944,1496394000,+08:00
834,160,31.247222,120.561389,1496394000,+08:00
835,163,31.302778,120.617778,1496394000,+08:00
836,175,31.301944,120.590833,1496394000,+08:00
837,160,31.301389,120.596667,1496394000,+08:00
838,163,31.270556,120.613056,1496394000,+08:00
839,154,31.299444,120.550278,1496394000,+08:00
840,160,31.312111,120.66525,1496394000,+08:00
841,157,31.370833,120.640556,1496394000,+08:00
842,80,31.968056,120.905,1496394000,+08:00
843,65,32.006667,120.8425,1496394000,+08:00
844,65,32.023611,120.863333,1496394000,+08:00
845,85,31.928333,120.935833,1496394000,+08:00
846,70,32.0425,120.810833,1496394000,+08:00
848,117,34.589556,119.141414,1477684800,+08:00
850,85,34.698428,119.348028,1477684800,+08:00
851,87,34.276111,117.166944,1496394000,+08:00
852,93,34.241667,117.192222,1496394000,+08:00
853,85,34.308333,117.191667,1477677600,+08:00
854,79,34.222222,117.256389,1496394000,+08:00
855,95,34.291111,117.244444,1496394000,+08:00
856,89,34.277778,117.293333,1496394000,+08:00
857,72,34.180556,117.166111,1477684800,+08:00
858,91,32.387778,119.46,1496394000,+08:00
860,93,32.376111,119.388611,1496394000,+08:00
861,162,32.403333,119.439167,1478520000,+08:00
865,173,31.503056,120.241667,1496394000,+08:00
866,168,31.584778,120.353889,1496394000,+08:00
867,164,31.547389,120.353889,1496394000,+08:00
869,167,31.684167,120.288056,1496394000,+08:00
871,109,31.786389,119.8925,1477684800,+08:00
872,93,31.808889,119.961944,1477684800,+08:00
873,102,31.763889,120.039444,1477684800,+08:00
874,162,31.703889,119.935,1496394000,+08:00
875,153,31.910833,119.904722,1496394000,+08:00
877,156,32.188333,119.680556,1496394000,+08:00
878,149,32.215,119.491389,1496394000,+08:00
879,156,32.131944,119.430278,1496394000,+08:00
880,68,32.486667,119.9,1496394000,+08:00
881,82,32.476111,119.944444,1496394000,+08:00
882,93,32.303056,119.881667,1477684800,+08:00
883,93,32.463889,119.888333,1496394000,+08:00
884,46,33.599194,119.056789,1496394000,+08:00
885,53,33.578039,119.007906,1496394000,+08:00
887,60,33.503056,119.141111,1496394000,+08:00
888,56,33.626944,119.012222,1496394000,+08:00
889,65,33.402778,120.117778,1496394000,+08:00
891,102,33.371944,120.128889,1477684800,+08:00
894,70,33.933096,118.292648,1496394000,+08:00
895,70,33.957273,118.232104,1496394000,+08:00
898,56,33.393889,120.155,1496394000,+08:00
899,51,33.607222,118.999444,1496394000,+08:00
901,93,32.41,119.404444,1496394000,+08:00
902,59,34.588556,119.175956,1496394000,+08:00
903,158,31.758333,119.995278,1496394000,+08:00
904,184,30.5746245688383,114.372305072107,1496397600,+08:00
905,139,30.5571378257044,114.251523174281,1496397600,+08:00
906,152,30.6196730729398,114.282229640575,1496397600,+08:00
907,147,30.5332340005751,114.304000350723,1496397600,+08:00
908,158,30.624719,114.370058,1496397600,+08:00
909,154,30.482469,114.156561,1496397600,+08:00
910,127,30.594389,114.301447,1496397600,+08:00
911,127,30.4832623885865,114.401701915129,1496397600,+08:00
912,144,30.633424,114.130212,1496394000,+08:00
913,109,30.29982222,113.8530639,1496397600,+08:00
914,63,22.590807,114.262078,1496397600,+08:00
916,57,22.575856,113.862238,1496397600,+08:00
920,63,22.516847,113.923192,1496397600,+08:00
921,57,22.528186,114.496906,1496397600,+08:00
922,59,22.598902,114.313483,1496397600,+08:00
924,68,22.720358,114.247468,1496397600,+08:00
925,57,22.5500005,114.0960791,1496397600,+08:00
926,59,22.630626,114.423948,1496397600,+08:00
927,57,22.542454,113.987495,1496397600,+08:00
928,65,22.562334,114.116872,1496397600,+08:00
931,74,22.696848,114.04539,1496397600,+08:00
933,155,40.757093,111.724539,1496394000,+08:00
934,142,40.795085,111.628978,1496394000,+08:00
935,128,40.7999638,111.6612439,1496394000,+08:00
936,110,40.845941,111.661607,1496394000,+08:00
937,118,40.812974,111.615625,1496358000,+08:00
938,94,40.842299,111.749138,1496394000,+08:00
939,97,40.277474,111.204041,1496394000,+08:00
940,122,40.842299,111.749138,1496394000,+08:00
942,63,26.028202,119.418528,1492509600,+08:00
943,30,26.038712,119.309506,1496394000,+08:00
944,21,26.0867964,119.3081791,1496394000,+08:00
945,42,26.076795,119.2662176,1496390400,+08:00
946,42,26.076788,119.324574,1496394000,+08:00
947,107,36.5904888,101.7537822,1496394000,+08:00
948,53,36.617144,101.778228,1481137200,+08:00
949,102,36.578752,101.847291,1496394000,+08:00
950,117,36.617144,101.778228,1496394000,+08:00
951,102,29.866811,121.596128,1496397600,+08:00
952,93,29.864991,121.528581,1496390400,+08:00
953,95,29.89417,121.564298,1496397600,+08:00
954,142,29.959758,121.72247,1496397600,+08:00
955,151,29.914204,121.846686,1496397600,+08:00
956,89,29.823934,121.570251,1496397600,+08:00
957,89,29.777016,121.644015,1496397600,+08:00
958,132,29.9018,121.622588,1496390400,+08:00
1238,158,37.8873,112.522,1496394000,+08:00
1240,102,38.0108,112.434,1496394000,+08:00
1241,169,37.7124,112.469,1496394000,+08:00
1242,197,37.7394,112.5583,1496394000,+08:00
1243,158,37.8692,112.5369,1496394000,+08:00
1244,129,37.8195,112.57,1496394000,+08:00
1245,159,37.9854,112.549,1496394000,+08:00
1246,156,37.7805,112.488,1496394000,+08:00
1249,57,41.7089,123.439,1496394000,+08:00
1254,38,41.7775,123.478,1496394000,+08:00
1255,70,41.7972,123.3997,1496394000,+08:00
1257,57,41.9228,123.3783,1496394000,+08:00
1258,42,38.973888889,121.61194444,1496394000,+08:00
1259,50,38.951111111,121.565,1496394000,+08:00
1260,42,38.885,121.56388889,1496394000,+08:00
1261,38,38.911944444,121.63305556,1496394000,+08:00
1262,42,38.863888889,121.625,1496394000,+08:00
1263,46,38.856111111,121.51805556,1496394000,+08:00
1264,34,38.808055556,121.25888889,1496394000,+08:00
1265,42,39.1311,121.7481,1496394000,+08:00
1266,30,39.0511,121.7769,1496394000,+08:00
1267,38,39.0631,121.9769,1496394000,+08:00
1268,53,43.9167,125.323,1496394000,+08:00
1269,30,43.91,125.287,1496394000,+08:00
1270,42,43.84,125.2786,1496394000,+08:00
1271,46,43.8748,125.3649,1496394000,+08:00
1272,34,43.8694,125.325,1496394000,+08:00
1273,30,43.7878,125.454,1496394000,+08:00
1274,34,43.55,125.633,1496394000,+08:00
1275,46,43.8667,125.417,1496394000,+08:00
1276,53,43.8167,125.25,1496394000,+08:00
1277,46,43.85,125.217,1496394000,+08:00
1278,70,45.755,126.542,1496394000,+08:00
1279,30,45.8167,126.561,1496394000,+08:00
1280,34,45.5422,126.979,1496394000,+08:00
1282,63,45.7733,126.689,1496394000,+08:00
1283,40,45.7667,126.635,1496394000,+08:00
1284,80,45.7319,126.685,1496394000,+08:00
1285,57,45.7258,126.646,1496394000,+08:00
1286,55,45.7478,126.593,1496394000,+08:00
1287,76,45.61,126.615,1496394000,+08:00
1288,85,45.9819,126.6106,1496394000,+08:00
1289,82,45.6842,126.6206,1496394000,+08:00
1290,170,31.7848,117.196,1496394000,+08:00
1291,171,31.8766,117.307,1496394000,+08:00
1292,173,31.8706,117.259,1496394000,+08:00
1293,171,31.9051,117.16,1496394000,+08:00
1294,182,31.8572,117.25,1496394000,+08:00
1295,172,31.9438,117.266,1496394000,+08:00
1296,171,31.8585,117.336,1496394000,+08:00
1297,178,31.7956,117.302,1496394000,+08:00
1298,179,31.7386,117.278,1496394000,+08:00
1299,177,31.8516,117.124,1496394000,+08:00
1300,76,24.818055556,118.15694444,1496394000,+08:00
1301,55,24.476666667,118.15138889,1496394000,+08:00
1302,7,24.445833333,118.06361111,1496394000,+08:00
1304,46,28.6844,115.893,1496394000,+08:00
1305,70,28.6839,115.8886,1496394000,+08:00
1306,53,28.7442,115.813,1496394000,+08:00
1307,82,28.6969,115.973,1496394000,+08:00
1308,76,28.6869,115.852,1496394000,+08:00
1309,59,28.6425,115.892,1496394000,+08:00
1310,50,28.7994,115.742,1496394000,+08:00
1311,30,28.6131,115.912,1490180400,+08:00
1312,87,28.6844,115.931,1496394000,+08:00
1313,163,34.7545,113.681,1496394000,+08:00
1314,171,34.7745,113.641,1496394000,+08:00
1315,173,34.8019,113.675,1496394000,+08:00
1316,170,34.802,113.564,1496394000,+08:00
1317,170,34.7187,113.727,1496394000,+08:00
1318,171,34.719,113.734,1496394000,+08:00
1319,169,34.7496,113.5991,1496394000,+08:00
1320,163,34.7538,113.6356,1496394000,+08:00
1321,149,34.9162,113.6113,1496394000,+08:00
1322,95,28.2325,113.0833,1496394000,+08:00
1323,72,28.2189,112.8872,1496394000,+08:00
1324,76,28.2053,113.0792,1496394000,+08:00
1325,70,28.19,112.9394,1496394000,+08:00
1326,68,28.1442,112.9956,1496390400,+08:00
1327,61,28.2597,112.9792,1496394000,+08:00
1328,61,28.1944,113.0014,1496394000,+08:00
1329,63,28.1178,112.9844,1496394000,+08:00
1330,70,28.1308,112.8908,1496394000,+08:00
1331,72,28.3586,112.9958,1496394000,+08:00
1332,53,22.7875,108.301,1496394000,+08:00
1333,57,22.8561,108.316,1496394000,+08:00
1334,55,22.8225,108.321,1496394000,+08:00
1335,42,22.805,108.383,1496394000,+08:00
1336,59,22.7906,108.439,1496394000,+08:00
1337,61,22.8464,108.239,1496394000,+08:00
1338,59,22.735,108.3275,1496390400,+08:00
1339,50,22.7833,108.244,1496394000,+08:00
1340,42,19.95073,110.57553,1496394000,+08:00
1341,38,20.05955,110.31896,1496394000,+08:00
1342,59,20.0053,110.28317,1496394000,+08:00
1343,46,19.99693,110.33755,1496394000,+08:00
1344,30,20.03565,110.33025,1496390400,+08:00
1345,104,29.8272,106.379,1496394000,+08:00
1346,144,29.5736,106.46,1479560400,+08:00
1347,155,29.8264,106.424,1496397600,+08:00
1348,164,29.7228,106.626,1496397600,+08:00
1349,151,29.5983,106.296,1496397600,+08:00
1350,127,29.5186,106.54,1496397600,+08:00
1351,102,29.6219,106.65,1496397600,+08:00
1352,147,29.4892,106.634,1496397600,+08:00
1353,154,29.4822,106.364,1496397600,+08:00
1354,144,29.5642,106.571,1496397600,+08:00
1355,180,29.5164,106.512,1481295600,+08:00
1356,161,29.7125,106.617,1496397600,+08:00
1357,139,29.4892,106.468,1496397600,+08:00
1358,122,29.6453,106.562,1496397600,+08:00
1359,127,29.389,106.513,1496397600,+08:00
1360,179,30.713,103.972,1496397600,+08:00
1361,156,30.6872,104.176,1496397600,+08:00
1362,129,30.5706,104.079,1496397600,+08:00
1363,171,30.6361,104.118,1496397600,+08:00
1364,157,30.685,104.074,1496397600,+08:00
1367,119,31.0283,103.613,1496397600,+08:00
1368,89,26.6029,106.6856,1496397600,+08:00
1369,104,26.5689,106.6971,1496397600,+08:00
1371,87,26.6343,106.7487,1482836400,+08:00
1372,89,26.4364,106.6554,1482836400,+08:00
1373,76,26.5155,106.6948,1482836400,+08:00
1374,59,26.6009,106.7105,1482836400,+08:00
1375,80,26.5697,106.7164,1482836400,+08:00
1376,102,26.5495,106.6867,1496397600,+08:00
1377,42,25.0124,102.743,1496397600,+08:00
1378,65,24.8885,102.821,1496397600,+08:00
1379,33,24.9624,102.625,1496397600,+08:00
1380,68,25.0836,102.728,1496397600,+08:00
1381,76,25.0405,102.722,1496397600,+08:00
1382,85,25.067,102.681,1496397600,+08:00
1383,80,25.0359,102.638,1496397600,+08:00
